i j Omegaij  Pij
332 512 0.165758 0.166665
332 383 0.308438 0.310079
332 465 0.315060 0.316272
332 742 0.301473 0.300233
332 456 0.033326 0.032749
332 409 0.260369 0.257307
332 488 0.044744 0.044766
333 30 0.291266 0.291432
333 40 0.351259 0.352831
333 230 0.753283 0.753413
333 253 0.883085 0.881899
333 922 0.014188 0.013418
333 353 0.580460 0.581011
333 367 0.388164 0.389250
333 809 0.824706 0.824288
333 611 0.636939 0.638819
333 923 0.289037 0.287532
333 607 0.378506 0.377645
333 456 0.087968 0.086273
333 375 0.091383 0.092119
333 924 0.275235 0.277828
333 633 0.616708 0.621321
334 30 0.296966 0.294770
334 41 0.128173 0.127038
334 51 0.505874 0.504199
334 55 0.846713 0.847540
334 104 0.426445 0.423772
334 156 0.454278 0.452791
334 200 0.483269 0.483855
334 201 0.480700 0.479944
334 203 0.499101 0.497506
334 217 0.326803 0.328763
334 244 0.253939 0.253051
334 250 0.940072 0.938597
334 328 0.484086 0.485799
334 332 0.324219 0.324859
334 542 0.264885 0.265699
334 419 0.324843 0.324840
334 649 0.360250 0.359707
334 531 0.096894 0.098932
334 925 0.428629 0.428748
335 30 0.081926 0.081762
335 39 0.075064 0.073161
335 78 0.072183 0.071036
335 200 0.135578 0.134209
335 204 0.166462 0.167020
335 290 0.084779 0.083373
335 321 0.071455 0.070215
335 330 0.005064 0.004303
335 332 0.091384 0.090108
335 907 0.186391 0.185818
335 619 0.189929 0.188239
335 468 0.092967 0.093823
336 30 0.180348 0.181752
336 41 0.080002 0.078330
336 46 0.434987 0.432142
336 332 0.201162 0.200304
336 926 0.470278 0.471952
336 382 0.198921 0.197899
336 432 0.296482 0.296541
336 408 0.534276 0.535093
336 355 0.158620 0.159047
336 467 0.401824 0.403632
336 777 0.351873 0.351979
336 502 0.024769 0.024511
337 30 0.069866 0.069291
337 41 0.029742 0.029862
337 49 0.083260 0.081372
337 50 0.215092 0.216989
337 133 0.061262 0.060633
337 253 0.211134 0.209679
337 353 0.136779 0.138140
337 602 0.038346 0.036693
337 637 0.167768 0.167259
337 586 0.213672 0.213314
337 660 0.008504 0.007526
337 428 0.203175 0.205584
338 30 0.157974 0.156233
338 71 0.415434 0.415318
338 101 0.379004 0.376580
338 105 0.301608 0.299164
338 280 0.015154 0.014378
338 307 0.441874 0.440449
338 315 0.414463 0.416869
338 330 0.008519 0.008223
338 927 0.216407 0.215729
338 553 0.125312 0.123859
338 339 0.237639 0.238511
338 353 0.311825 0.311473
338 760 0.265093 0.263629
338 928 0.067978 0.066773
338 929 0.343460 0.347325
338 343 0.187569 0.186055
338 564 0.489676 0.491230
338 930 0.376636 0.374035
338 544 0.443644 0.441994
338 931 0.475849 0.477736
338 367 0.210043 0.208672
338 483 0.119148 0.117167
338 575 0.072074 0.071387
338 932 0.290236 0.290014
339 30 0.181390 0.181141
339 50 0.567089 0.567259
339 51 0.311772 0.309839
339 134 0.446543 0.445736
339 227 0.271455 0.272294
339 236 0.310207 0.311653
339 240 0.126210 0.125742
339 267 0.144376 0.144798
339 338 0.588442 0.589368
339 933 0.263965 0.262352
339 353 0.360318 0.361131
339 657 0.091832 0.088207
339 934 0.192603 0.194754
339 361 0.169670 0.169229
339 364 0.093093 0.093543
339 845 0.385394 0.386057
339 760 0.306035 0.305659
340 31 0.041968 0.042344
340 43 0.048854 0.049223
340 61 0.022110 0.021144
340 75 0.036266 0.036580
340 182 0.005631 0.005713
340 266 0.033158 0.032091
340 302 0.014341 0.013191
340 383 0.056010 0.057932
340 935 0.005289 0.004759
340 888 0.026658 0.026718
340 895 0.051976 0.051406
340 890 0.007299 0.006323
340 891 0.037592 0.036711
340 735 0.060757 0.061181
340 384 0.067244 0.065814
340 392 0.005774 0.005576
340 936 0.027371 0.026841
340 415 0.041612 0.040444
340 356 0.036366 0.035897
340 572 0.027969 0.026515
340 907 0.046673 0.046972
340 379 0.033344 0.032566
340 889 0.000998 0.000757
340 570 0.066688 0.066831
340 937 0.052061 0.052194
340 363 0.055868 0.054587
340 577 0.068911 0.067050
340 381 0.002238 0.001157
340 883 0.043907 0.044337
340 412 0.022880 0.022845
340 511 0.051662 0.052828
340 388 0.067586 0.066565
340 370 0.038647 0.037730
341 33 0.085950 0.086343
341 880 0.127795 0.129772
342 33 0.079929 0.080406
342 207 0.099326 0.099758
342 445 0.035451 0.032164
342 399 0.039952 0.038118
342 697 0.092562 0.091140
343 37 0.232251 0.233927
343 48 0.442477 0.442509
343 115 0.454862 0.457993
343 154 0.204195 0.203592
343 180 0.021331 0.021040
343 338 0.614622 0.612139
343 676 0.450096 0.451137
343 488 0.075268 0.076132
343 567 0.360130 0.361441
343 659 0.580165 0.578028
343 540 0.486975 0.487488
343 938 0.414390 0.418316
343 563 0.128835 0.128122
343 465 0.536608 0.537872
343 414 0.223274 0.222213
343 548 0.375507 0.374455
344 37 0.253941 0.256962
344 349 0.586300 0.586619
345 37 0.322521 0.323050
345 53 0.325221 0.323068
345 154 0.282240 0.281158
345 230 0.671746 0.671687
345 253 0.786002 0.786235
345 286 0.164705 0.162478
345 417 0.443045 0.442740
345 398 0.212193 0.211931
345 550 0.263161 0.261475
345 367 0.348864 0.347026
345 374 0.050434 0.049555
346 37 0.121717 0.122826
346 589 0.262039 0.259997
346 939 0.200010 0.199176
346 940 0.085557 0.083159
346 941 0.057521 0.057502
346 355 0.087978 0.086445
346 942 0.270609 0.267579
346 742 0.267885 0.268095
346 943 0.310002 0.310439
346 745 0.026347 0.026970
346 944 0.204247 0.203078
346 945 0.029899 0.029236
346 747 0.066856 0.066300
347 37 0.082619 0.082771
347 201 0.109079 0.108389
347 257 0.210455 0.210315
347 314 0.180930 0.179505
347 444 0.121823 0.120856
347 610 0.188061 0.188875
347 584 0.031730 0.031312
348 37 0.079665 0.081271
348 44 0.047751 0.047741
348 68 0.183742 0.184501
348 139 0.020662 0.019147
348 315 0.172534 0.174406
348 946 0.101511 0.100357
348 522 0.200939 0.199508
348 361 0.062929 0.061065
349 37 0.108373 0.108233
349 312 0.069623 0.069888
349 344 0.237063 0.239404
349 947 0.111424 0.111137
349 710 0.190123 0.190677
349 948 0.186652 0.185798
349 365 0.197954 0.198885
350 37 0.216793 0.214271
350 45 0.405451 0.405323
350 51 0.293048 0.294770
350 57 0.054700 0.055055
350 71 0.458143 0.458111
350 93 0.325868 0.323123
350 133 0.151477 0.150799
350 162 0.345262 0.345748
350 269 0.378961 0.376526
350 631 0.260266 0.259581
350 726 0.409257 0.408461
350 704 0.103127 0.103160
350 367 0.231787 0.230174
350 686 0.543884 0.542552
350 828 0.450339 0.449557
350 553 0.137994 0.136621
350 869 0.239113 0.238764
350 843 0.157540 0.156437
351 37 0.265047 0.262258
351 75 0.374484 0.373308
351 659 0.646765 0.648035
351 587 0.474230 0.476064
351 949 0.627296 0.625890
351 466 0.040011 0.038164
351 561 0.041029 0.039546
351 454 0.113083 0.113085
351 768 0.508138 0.506519
351 655 0.294462 0.294840
351 950 0.335801 0.334814
351 653 0.488245 0.485013
351 951 0.592258 0.591597
351 952 0.465555 0.468256
352 37 0.239342 0.239929
352 40 0.233554 0.233622
352 50 0.605493 0.604293
352 71 0.511007 0.512968
352 274 0.479279 0.477949
352 537 0.122593 0.121960
352 567 0.372492 0.370715
352 500 0.289144 0.288213
352 953 0.410269 0.411883
352 577 0.628657 0.626004
352 391 0.595969 0.595405
352 840 0.066582 0.066560
353 38 0.535673 0.535953
353 39 0.220591 0.220571
353 40 0.300086 0.298435
353 41 0.107078 0.106236
353 45 0.581992 0.579771
353 49 0.291438 0.289481
353 50 0.771062 0.771941
353 53 0.306136 0.306509
353 74 0.615126 0.612175
353 83 0.076256 0.075404
353 139 0.072988 0.072210
353 140 0.609575 0.608864
353 141 0.125985 0.125677
353 144 0.380365 0.378654
353 145 0.404980 0.407068
353 146 0.742994 0.744485
353 149 0.433191 0.434581
353 184 0.565910 0.561964
353 244 0.210830 0.211614
353 256 0.144792 0.143551
353 267 0.196575 0.197044
353 315 0.656807 0.657728
353 333 0.713356 0.714253
353 337 0.540368 0.539922
353 338 0.803239 0.802027
353 339 0.377126 0.376317
353 355 0.217680 0.215708
353 414 0.290768 0.291145
353 367 0.329124 0.329239
353 929 0.551784 0.548002
353 398 0.201983 0.201069
353 572 0.317352 0.316236
353 858 0.307249 0.308067
353 766 0.353525 0.350168
353 370 0.447931 0.449989
353 504 0.754324 0.756418
353 364 0.124986 0.127295
353 719 0.781550 0.782116
353 357 0.423231 0.422501
353 954 0.540753 0.540176
354 38 0.532663 0.532660
354 39 0.218165 0.219216
354 40 0.296219 0.296601
354 41 0.103924 0.105583
354 44 0.177226 0.178936
354 69 0.508719 0.507752
354 111 0.036430 0.035552
354 121 0.746418 0.747053
354 141 0.126341 0.124905
354 223 0.346047 0.345681
354 236 0.423188 0.421500
354 254 0.695762 0.694590
354 270 0.088499 0.087036
354 272 0.468821 0.470456
354 282 0.621832 0.622685
354 289 0.078325 0.078167
354 328 0.405451 0.403754
354 356 0.425485 0.425495
354 355 0.214326 0.214383
354 955 0.145377 0.146484
354 665 0.459846 0.457614
354 956 0.524929 0.520561
354 957 0.684189 0.683403
354 500 0.365939 0.365910
354 391 0.758119 0.755915
354 467 0.546475 0.544065
354 401 0.645662 0.645448
354 488 0.100870 0.099136
354 494 0.367608 0.364326
354 693 0.194278 0.195840
354 692 0.761515 0.762211
354 366 0.478111 0.480378
354 415 0.479809 0.479396
354 531 0.082948 0.082224
354 690 0.371176 0.368240
354 958 0.551441 0.549719
354 837 0.476398 0.481679
354 667 0.513699 0.514901
354 670 0.025828 0.025077
354 873 0.286159 0.286103
355 38 0.191525 0.192948
355 41 0.039456 0.038246
355 71 0.238441 0.235907
355 152 0.232022 0.231193
355 270 0.032126 0.031527
355 336 0.266865 0.266839
355 346 0.128025 0.126423
355 353 0.178701 0.176922
355 354 0.260171 0.258959
355 590 0.151751 0.150927
355 542 0.078420 0.079991
355 406 0.170691 0.173693
355 724 0.077798 0.076193
355 388 0.287945 0.285809
355 589 0.234002 0.233566
355 944 0.183992 0.182433
355 723 0.142021 0.139266
355 743 0.018636 0.018682
355 398 0.072492 0.072387
355 585 0.123543 0.124338
355 945 0.026386 0.026264
355 959 0.090767 0.092185
355 746 0.026198 0.026253
355 960 0.076714 0.076033
355 744 0.058960 0.056340
355 467 0.197742 0.197079
355 391 0.274788 0.273819
355 409 0.209409 0.206406
355 904 0.118411 0.115233
355 469 0.223318 0.220088
355 749 0.238426 0.238159
355 551 0.136874 0.137791
355 413 0.178455 0.178050
356 38 0.415553 0.412912
356 340 0.360043 0.357390
356 354 0.554738 0.554178
356 888 0.246937 0.245502
356 382 0.208671 0.206783
356 415 0.377369 0.371623
356 890 0.059139 0.058100
356 895 0.468402 0.472346
357 38 0.212662 0.213455
357 40 0.118745 0.118859
357 105 0.189842 0.187991
357 267 0.079144 0.078477
357 307 0.278869 0.276772
357 315 0.257311 0.261955
357 353 0.193987 0.195726
357 451 0.010513 0.009690
357 368 0.078326 0.078470
357 920 0.186988 0.186343
357 377 0.207154 0.204434
357 749 0.261485 0.263472
357 514 0.302979 0.305966
357 768 0.237532 0.235758
357 706 0.312718 0.313876
357 961 0.200212 0.199786
357 424 0.197401 0.195696
357 547 0.186658 0.183587
358 39 0.147537 0.148433
358 182 0.047653 0.045852
358 520 0.323059 0.327404
358 710 0.367617 0.363363
358 764 0.466791 0.457834
359 39 0.259960 0.258746
359 54 0.355176 0.348150
359 55 0.830488 0.831425
359 471 0.016767 0.018073
359 360 0.249346 0.240670
360 39 0.019377 0.018221
360 48 0.046780 0.047893
360 79 0.004029 0.003020
360 104 0.031481 0.029274
360 165 0.041419 0.040927
360 192 0.022186 0.021568
360 193 0.019008 0.018688
360 195 0.062609 0.063370
360 200 0.034515 0.033425
360 203 0.036297 0.034368
360 205 0.018462 0.017683
360 209 0.001429 0.001742
360 213 0.018911 0.018420
360 359 0.004142 0.003549
360 795 0.065547 0.063119
360 399 0.017675 0.017147
360 435 0.021014 0.020752
361 39 0.144748 0.143041
361 44 0.116704 0.116758
361 51 0.273137 0.273434
361 68 0.453398 0.451228
361 136 0.048456 0.048903
361 145 0.265407 0.263986
361 154 0.171501 0.172987
361 245 0.409698 0.406436
361 267 0.129370 0.127784
361 339 0.245518 0.244044
361 348 0.120594 0.119420
361 465 0.456242 0.457016
361 962 0.330942 0.329153
361 522 0.486738 0.487931
361 431 0.150387 0.150421
361 543 0.384007 0.382538
362 39 0.237862 0.238747
362 48 0.628337 0.627553
362 192 0.282815 0.282603
362 198 0.846544 0.846187
362 214 0.588498 0.586289
362 217 0.297827 0.297584
362 220 0.632694 0.632762
362 320 0.767638 0.770643
362 324 0.057809 0.056167
362 327 0.616610 0.615211
362 785 0.480266 0.480043
362 440 0.477295 0.477479
363 39 0.245697 0.246075
363 55 0.792432 0.790710
363 143 0.589956 0.584660
363 147 0.853824 0.854756
363 184 0.628290 0.626944
363 195 0.854028 0.855835
363 206 0.512737 0.511083
363 212 0.890091 0.889252
363 332 0.302521 0.303076
363 340 0.518948 0.517525
363 471 0.018883 0.017188
364 39 0.005877 0.005982
364 51 0.012127 0.011436
364 267 0.005160 0.005344
364 339 0.011611 0.010207
364 353 0.013560 0.013329
364 766 0.009231 0.009497
364 953 0.016313 0.014271
364 368 0.005648 0.005344
364 961 0.013761 0.013606
365 39 0.052847 0.052728
365 50 0.183258 0.184535
365 212 0.192392 0.190545
365 349 0.166801 0.167263
366 39 0.163988 0.164019
366 47 0.604958 0.599743
366 49 0.214855 0.215261
366 51 0.314875 0.313535
366 114 0.589016 0.589084
366 124 0.059116 0.059083
366 134 0.452759 0.451052
366 182 0.051423 0.050667
366 240 0.125624 0.127241
366 249 0.434091 0.431671
366 254 0.517812 0.519699
366 286 0.115762 0.114628
366 354 0.534810 0.534890
366 687 0.488796 0.485209
366 686 0.582023 0.577090
366 671 0.085191 0.084395
366 766 0.259983 0.260389
366 467 0.407787 0.407074
366 469 0.451589 0.454600
366 674 0.276539 0.276162
366 963 0.390375 0.387022
366 494 0.271929 0.272592
366 964 0.056318 0.056048
366 531 0.063140 0.061520
366 837 0.360146 0.360396
366 488 0.073788 0.074175
366 965 0.179830 0.178764
366 692 0.573359 0.570293
366 878 0.450789 0.447081
367 40 0.156609 0.157131
367 49 0.152446 0.152416
367 50 0.406338 0.406440
367 65 0.035923 0.035006
367 133 0.112918 0.113571
367 226 0.342990 0.343634
367 261 0.421173 0.421974
367 267 0.101874 0.103747
367 315 0.347811 0.346305
367 333 0.376524 0.376066
367 338 0.424707 0.422281
367 345 0.333433 0.332963
367 350 0.077983 0.078568
367 353 0.260157 0.258749
367 368 0.104278 0.103738
367 961 0.265536 0.264117
367 391 0.404850 0.400462
367 863 0.362489 0.362281
367 659 0.401731 0.398750
367 371 0.347196 0.347075
367 952 0.288956 0.288128
367 414 0.154063 0.153293
367 928 0.055422 0.055471
368 40 0.352800 0.351341
368 71 0.772189 0.771447
368 90 0.802454 0.800755
368 256 0.169389 0.169000
368 267 0.230234 0.231976
368 357 0.497756 0.497402
368 364 0.147312 0.149862
368 367 0.388114 0.387606
368 953 0.619918 0.619427
368 451 0.029391 0.028644
368 578 0.292471 0.289172
369 40 0.182719 0.182816
369 101 0.362626 0.363972
369 394 0.036708 0.037269
369 871 0.163188 0.163436
369 608 0.115041 0.115225
369 416 0.219733 0.216543
370 40 0.057438 0.057765
370 61 0.049856 0.048810
370 144 0.074023 0.073292
370 145 0.078517 0.078792
370 148 0.118717 0.116449
370 151 0.129706 0.127455
370 184 0.109541 0.108773
370 202 0.108453 0.107204
370 299 0.095942 0.095567
370 340 0.088360 0.089789
370 353 0.096595 0.095122
370 415 0.094145 0.093365
370 502 0.006799 0.006435
370 735 0.142971 0.141235
371 40 0.230283 0.231039
371 41 0.082040 0.082244
371 133 0.165265 0.166989
371 144 0.295772 0.293141
371 270 0.069302 0.067797
371 278 0.519243 0.512813
371 279 0.224485 0.220948
371 323 0.600468 0.601997
371 332 0.211276 0.210313
371 367 0.254073 0.254886
371 537 0.123538 0.120612
371 377 0.397647 0.397380
371 466 0.034244 0.034529
371 729 0.569266 0.572557
372 40 0.140554 0.140893
372 45 0.272779 0.273714
372 56 0.350906 0.346092
372 57 0.037716 0.037178
372 61 0.120454 0.119051
372 67 0.025458 0.024884
372 71 0.308287 0.309362
372 242 0.280767 0.278726
372 703 0.017242 0.016839
372 428 0.344899 0.345283
373 40 0.170136 0.168780
374 40 0.214562 0.220005
374 154 0.191648 0.196644
374 329 0.573951 0.574877
374 345 0.469795 0.466193
374 390 0.438746 0.438751
375 40 0.335884 0.334513
375 72 0.593878 0.589057
375 93 0.520854 0.518069
375 95 0.220003 0.219893
375 136 0.085126 0.084525
375 233 0.897027 0.894936
375 265 0.277699 0.277085
375 333 0.803418 0.800599
375 453 0.870502 0.869104
375 611 0.608914 0.605654
375 416 0.399521 0.396227
375 607 0.355002 0.358039
375 966 0.394460 0.387036
375 633 0.589820 0.589063
375 967 0.219147 0.222620
375 609 0.882041 0.879953
375 733 0.174506 0.174436
375 968 0.289825 0.289677
375 396 0.091605 0.091779
375 969 0.491639 0.492049
375 420 0.174359 0.173559
375 629 0.731175 0.730444
375 402 0.322780 0.321730
375 970 0.330408 0.327730
375 605 0.797159 0.795025
375 456 0.082877 0.081794
375 871 0.297453 0.299052
375 428 0.817988 0.819782
375 377 0.574638 0.575354
376 40 0.244315 0.245931
376 133 0.177728 0.177753
376 154 0.221534 0.219818
376 261 0.663633 0.660446
376 971 0.573034 0.568188
376 584 0.095381 0.095547
376 444 0.365019 0.368785
376 428 0.600900 0.602697
376 881 0.518998 0.518669
376 972 0.202203 0.200733
377 40 0.183433 0.181784
377 41 0.064940 0.064711
377 53 0.186972 0.186702
377 72 0.320833 0.320111
377 85 0.444749 0.446398
377 104 0.215097 0.215861
377 147 0.467366 0.466689
377 154 0.160816 0.162482
377 203 0.255751 0.253420
377 226 0.400514 0.397547
377 232 0.096062 0.094348
377 243 0.407991 0.406087
377 269 0.329381 0.328062
377 274 0.374458 0.371898
377 307 0.423316 0.423299
377 312 0.119678 0.120550
377 315 0.403296 0.400638
377 329 0.475870 0.475006
377 357 0.257449 0.257356
377 371 0.403125 0.401529
377 375 0.048174 0.047461
377 752 0.125999 0.125349
377 453 0.471832 0.472296
377 660 0.017737 0.016308
377 390 0.362999 0.362529
377 584 0.071675 0.070625
377 647 0.100599 0.099268
377 412 0.166681 0.165966
377 587 0.338941 0.338891
377 973 0.475614 0.477934
377 389 0.287058 0.282020
377 974 0.035046 0.034565
377 712 0.242551 0.240309
377 388 0.482349 0.483579
377 466 0.028639 0.027168
377 749 0.403168 0.402957
377 661 0.041210 0.040008
378 40 0.315310 0.314139
378 247 0.624608 0.616202
378 832 0.729740 0.726301
378 808 0.336659 0.336284
378 658 0.256753 0.257759
379 41 0.073342 0.072938
379 302 0.108731 0.108012
379 340 0.321542 0.318488
379 384 0.541509 0.538911
379 783 0.298470 0.298423
379 380 0.461011 0.457645
379 381 0.009526 0.009476
379 975 0.253405 0.255595
379 386 0.428323 0.429802
380 41 0.097018 0.096653
380 81 0.706535 0.705284
380 142 0.150713 0.149043
380 182 0.061273 0.061991
380 302 0.141124 0.143132
380 331 0.213884 0.213214
380 332 0.246675 0.247160
380 379 0.353567 0.353368
380 392 0.060303 0.060500
380 503 0.357349 0.358543
380 383 0.627697 0.628604
380 386 0.569735 0.569551
380 382 0.244021 0.244192
380 381 0.013042 0.012557
380 384 0.713242 0.714137
380 889 0.008433 0.008219
380 590 0.383048 0.381418
380 729 0.671704 0.672869
380 385 0.020063 0.019181
380 783 0.396547 0.395454
380 412 0.249158 0.247890
380 551 0.348616 0.348220
380 891 0.399529 0.398343
381 41 0.128987 0.123757
381 273 0.421325 0.420346
381 302 0.187596 0.183270
381 340 0.548429 0.540394
381 379 0.446157 0.452461
381 380 0.776039 0.776509
381 386 0.720137 0.729266
381 783 0.514888 0.506348
381 935 0.069554 0.066114
381 383 0.805932 0.804878
381 384 0.912910 0.914397
381 382 0.316935 0.312668
381 385 0.026951 0.024560
381 976 0.288219 0.285037
381 889 0.009768 0.010524
381 577 0.928916 0.931565
381 592 0.140167 0.140986
382 41 0.028470 0.027109
382 43 0.149353 0.149802
382 302 0.040274 0.040145
382 331 0.059616 0.059801
382 336 0.190040 0.189135
382 356 0.111449 0.109247
382 380 0.171799 0.170092
382 381 0.004159 0.003522
382 383 0.178863 0.176306
382 385 0.006544 0.005380
382 386 0.160515 0.159743
382 503 0.101985 0.100561
382 883 0.135577 0.134934
383 41 0.104966 0.104130
383 182 0.065482 0.066786
383 302 0.154951 0.154204
383 328 0.399743 0.398199
383 330 0.013242 0.012717
383 332 0.266324 0.266280
383 340 0.456350 0.454692
383 380 0.653981 0.653361
383 381 0.013256 0.013528
383 382 0.260645 0.263082
383 891 0.431721 0.429158
383 384 0.768579 0.769380
383 385 0.021875 0.020665
383 392 0.065625 0.065180
383 937 0.609903 0.610152
383 386 0.614298 0.613610
383 783 0.423388 0.426046
383 408 0.711016 0.711339
383 895 0.601641 0.600945
383 542 0.216767 0.217788
383 406 0.475257 0.472905
383 795 0.750314 0.748948
383 577 0.783148 0.783826
383 890 0.074072 0.073918
384 41 0.112714 0.111046
384 302 0.162900 0.164446
384 340 0.484232 0.484889
384 379 0.408833 0.405988
384 380 0.698345 0.696753
384 381 0.015283 0.014426
384 383 0.722845 0.722208
384 889 0.010459 0.009443
384 725 0.208747 0.211066
384 385 0.022132 0.022038
384 783 0.455865 0.454340
384 392 0.068764 0.069508
384 386 0.657120 0.654362
384 895 0.639526 0.640855
385 41 0.092524 0.094949
385 43 0.532940 0.524690
385 298 0.711291 0.705177
385 302 0.145738 0.140609
385 331 0.215404 0.209455
385 380 0.587610 0.595757
385 381 0.012812 0.012335
385 382 0.242338 0.239887
385 383 0.613453 0.617522
385 384 0.692436 0.701547
385 729 0.664192 0.661006
385 503 0.349931 0.352222
385 386 0.559220 0.559510
386 41 0.124846 0.125594
386 134 0.715493 0.717098
386 143 0.621534 0.619557
386 302 0.188005 0.185990
386 379 0.460831 0.459176
386 380 0.786534 0.788034
386 381 0.017136 0.016316
386 382 0.317707 0.317309
386 383 0.817835 0.816824
386 384 0.926146 0.927968
386 385 0.024504 0.024925
386 937 0.734128 0.735919
386 590 0.496002 0.495624
387 41 0.008753 0.008382
387 82 0.014838 0.014132
387 275 0.053591 0.053098
387 403 0.012683 0.012091
387 858 0.024134 0.024305
387 889 0.000953 0.000713
387 957 0.055658 0.054251
387 832 0.056201 0.054438
387 590 0.034838 0.033076
387 395 0.054324 0.053869
388 41 0.098416 0.097449
388 184 0.515625 0.515487
388 298 0.723074 0.723744
388 331 0.215725 0.214970
388 340 0.426027 0.425520
388 355 0.196946 0.197868
388 377 0.469478 0.470848
388 725 0.184247 0.185224
388 433 0.671961 0.670223
388 409 0.524472 0.525918
388 808 0.293236 0.293050
388 883 0.483505 0.485058
388 412 0.251084 0.249932
388 632 0.603425 0.602403
388 787 0.181707 0.181483
388 430 0.670091 0.668629
388 728 0.158576 0.159171
388 395 0.628938 0.626316
388 723 0.356892 0.354846
388 977 0.431821 0.434117
388 884 0.725043 0.722965
388 541 0.291752 0.292309
388 885 0.540397 0.540730
388 755 0.098901 0.099673
388 551 0.349715 0.351088
388 570 0.734789 0.731137
388 886 0.444549 0.442541
388 887 0.385873 0.386023
389 41 0.018417 0.017421
389 48 0.096765 0.095075
389 55 0.120332 0.116226
389 104 0.060187 0.058113
389 115 0.098291 0.098402
389 175 0.124226 0.123656
389 193 0.038689 0.037099
389 195 0.126195 0.125798
389 196 0.031470 0.029269
389 203 0.067791 0.068225
389 204 0.083825 0.082574
389 206 0.075780 0.075124
389 215 0.084924 0.085365
389 219 0.012654 0.012228
389 273 0.061229 0.059171
389 321 0.036221 0.034714
389 326 0.064738 0.066485
389 332 0.044523 0.044549
389 377 0.085109 0.084174
389 724 0.035008 0.034706
389 801 0.120817 0.120458
389 445 0.029701 0.028722
389 785 0.074824 0.072727
389 583 0.124469 0.127250
389 780 0.118634 0.118224
390 41 0.095982 0.096805
390 105 0.429150 0.430115
390 157 0.673303 0.673985
390 374 0.042934 0.042841
390 377 0.470364 0.467735
390 751 0.667458 0.664720
390 656 0.596645 0.597719
390 457 0.573109 0.572643
390 417 0.384832 0.382761
390 978 0.470219 0.468958
390 834 0.386770 0.384451
390 839 0.457802 0.459423
391 41 0.115112 0.114993
391 55 0.769248 0.767180
391 240 0.187353 0.185217
391 247 0.632373 0.633651
391 270 0.095632 0.094792
391 279 0.308216 0.308927
391 299 0.532431 0.534437
391 352 0.438141 0.437961
391 354 0.776341 0.778606
391 355 0.235304 0.233489
391 367 0.357566 0.356378
391 979 0.135291 0.131619
391 537 0.167915 0.168637
391 901 0.237545 0.237002
391 952 0.591001 0.592343
391 845 0.570193 0.568661
392 41 0.048069 0.047676
392 57 0.036609 0.035341
392 182 0.032077 0.030578
392 275 0.297665 0.302030
392 283 0.001020 0.000364
392 298 0.356245 0.354083
392 302 0.071462 0.070602
392 304 0.325425 0.328567
392 331 0.106909 0.105171
392 340 0.208385 0.208180
392 380 0.301153 0.299141
392 383 0.314368 0.310069
392 384 0.352520 0.352260
392 503 0.177446 0.176857
392 891 0.198966 0.196490
392 729 0.330668 0.331904
392 894 0.205870 0.207418
392 892 0.132747 0.131323
392 980 0.202619 0.203783
392 919 0.028756 0.028019
392 893 0.225301 0.223473
392 975 0.164373 0.167070
392 981 0.228433 0.230924
392 982 0.087905 0.088787
392 438 0.024960 0.024381
392 442 0.103445 0.106250
393 41 0.058983 0.059919
393 134 0.344858 0.342118
394 41 0.002912 0.003406
394 157 0.023122 0.023713
394 267 0.006280 0.006317
394 369 0.016613 0.016947
394 660 0.001199 0.000858
394 752 0.007079 0.006598
394 751 0.027118 0.023387
394 766 0.013302 0.011226
394 983 0.010961 0.011892
394 845 0.015243 0.016843
395 41 0.033288 0.033667
395 71 0.207859 0.207663
395 75 0.138544 0.138258
395 89 0.103787 0.103316
395 139 0.023000 0.022884
395 142 0.052079 0.051916
395 146 0.234997 0.235933
395 152 0.203636 0.203514
395 186 0.236723 0.236665
395 242 0.188468 0.187098
395 298 0.252861 0.250039
395 314 0.211954 0.210644
395 331 0.075678 0.074268
395 387 0.165968 0.167015
395 388 0.252818 0.251591
395 744 0.049639 0.049595
395 943 0.245955 0.245492
395 411 0.100120 0.097898
395 742 0.213110 0.212006
395 433 0.234198 0.231549
395 755 0.036284 0.034435
395 503 0.124547 0.124890
395 551 0.122164 0.121294
395 409 0.185172 0.181694
395 984 0.222798 0.221493
395 985 0.172631 0.174981
395 957 0.218674 0.217914
395 889 0.003011 0.002863
395 570 0.255172 0.252594
395 723 0.124704 0.122592
395 465 0.221870 0.223332
395 942 0.214950 0.211598
395 746 0.024327 0.023110
395 541 0.103102 0.100987
395 747 0.053006 0.052429
395 891 0.137945 0.138753
396 41 0.071499 0.069775
396 134 0.399633 0.398393
396 312 0.134740 0.129985
396 375 0.052231 0.051176
396 456 0.049413 0.047928
396 420 0.103808 0.101698
396 467 0.362868 0.359549
397 41 0.077040 0.077653
397 84 0.525136 0.527485
397 270 0.064932 0.064012
397 298 0.575732 0.576720
397 975 0.270172 0.272120
397 755 0.079978 0.079425
397 941 0.104759 0.104882
397 957 0.500355 0.502623
398 41 0.025051 0.024097
398 44 0.039599 0.040839
398 45 0.132877 0.131509
398 201 0.093729 0.091039
398 227 0.084615 0.084050
398 245 0.143728 0.142160
398 269 0.125048 0.122166
398 345 0.144214 0.143444
398 353 0.114562 0.111472
398 355 0.049148 0.048929
398 839 0.117513 0.114362
398 959 0.059477 0.058082
398 571 0.162998 0.159606
398 700 0.081126 0.081111
399 41 0.126690 0.126745
