Inf_UN Inf_GT Sus_UN Sus_GT F_GT G_GT
0.9930 1.0102 0.6760 0.6640 2.5967 1.5987
0.2270 0.2312 0.7280 0.7150 0.3516 0.9988
0.9190 0.9348 0.9300 0.9133 2.5401 1.6638
0.7140 0.7261 0.5650 0.5544 1.2888 0.4605
0.8070 0.8193 0.4410 0.4326 0.3744 0.2628
0.3700 0.3763 0.3270 0.3211 0.7866 0.7361
0.3730 0.3794 0.0700 0.0688 0.8482 0.1705
0.9310 0.9470 0.3950 0.3879 2.0286 0.6367
0.3880 0.3946 0.7680 0.7542 0.8520 1.3993
0.3940 0.3998 0.6770 0.6641 0.1426 0.4191
0.8000 0.8137 0.6130 0.6022 1.9624 1.7225
0.5400 0.5492 0.2560 0.2514 0.9180 0.3983
0.1850 0.1882 0.1770 0.1739 0.4336 0.3405
0.2710 0.2756 0.8240 0.8090 0.4488 1.1264
0.8520 0.8665 0.9560 0.9386 1.7892 1.3030
0.7800 0.7935 0.6250 0.6140 3.5646 2.7269
0.3860 0.3926 0.0900 0.0884 0.9994 0.1652
0.6640 0.6724 0.4690 0.4586 0.1507 0.1008
0.8790 0.8925 0.3900 0.3813 0.7577 0.1115
0.7920 0.8042 0.6520 0.6375 0.6827 0.1865
0.2830 0.2880 0.9020 0.8863 0.7488 2.9595
0.7010 0.7123 0.4830 0.4741 0.5741 0.5047
0.5490 0.5583 0.8530 0.8377 1.0069 1.8365
0.2770 0.2818 0.6750 0.6631 1.2559 3.6855
0.3180 0.3236 0.6490 0.6375 1.1957 1.9970
0.6810 0.6918 0.6670 0.6545 0.4127 0.5409
0.1180 0.1199 0.1820 0.1786 0.1047 0.1467
0.2180 0.2218 0.6460 0.6346 0.6998 2.6887
0.1890 0.1924 0.8480 0.8332 0.9849 2.8196
0.6030 0.6129 0.6830 0.6702 0.5349 0.5505
0.6140 0.6251 0.3150 0.3103 1.3821 0.5827
0.7700 0.7827 0.2610 0.2559 0.8208 0.1214
0.0410 0.0417 0.6190 0.6078 0.1093 0.9570
0.1460 0.1485 0.6260 0.6150 0.2536 1.6771
0.3350 0.3403 0.6430 0.6306 0.1997 0.3877
0.7810 0.7943 0.0930 0.0913 1.6128 0.1502
0.2300 0.2336 0.2970 0.2913 0.1371 0.1791
0.6800 0.6912 0.4260 0.4184 0.7235 0.7774
0.5440 0.5529 0.2450 0.2406 0.6501 0.6924
0.7660 0.7782 0.3190 0.3131 0.5699 0.3908
0.6070 0.6107 0.5420 0.5319 0.0583 0.4927
0.1620 0.1630 0.3610 0.3543 0.0156 0.3281
0.7470 0.7573 0.8520 0.8354 0.2883 0.5691
0.6590 0.6681 0.3010 0.2951 0.2544 0.2011
0.9250 0.9406 0.9690 0.9507 1.3542 0.7490
0.1660 0.1689 0.0700 0.0688 0.3406 0.1263
0.3750 0.3817 0.4590 0.4511 2.1109 2.7558
0.1880 0.1803 0.3020 0.2965 0.0032 0.2854
0.7260 0.7381 0.5840 0.5734 0.8995 0.8959
0.3040 0.3092 0.6350 0.6236 0.6098 1.1189
0.5800 0.5901 0.1500 0.1473 1.9384 0.4296
0.2540 0.2584 0.5600 0.5502 0.9007 2.3492
0.7590 0.7718 0.6350 0.6235 1.2205 0.7830
0.6110 0.6216 0.2440 0.2397 2.2931 0.9960
0.2290 0.2308 0.4580 0.4494 0.0247 0.3632
0.7120 0.7242 0.8630 0.8468 2.0292 0.9165
0.0930 0.0946 0.6820 0.6690 0.2015 0.4719
0.2070 0.2105 0.6960 0.6835 0.5541 1.6412
0.2850 0.2900 0.8510 0.8354 0.7860 1.5284
0.7520 0.7650 0.5330 0.5232 1.4296 0.6279
0.7290 0.7419 0.1680 0.1650 1.9049 0.2043
0.2880 0.2926 0.3330 0.3267 0.1714 0.2418
0.0840 0.0855 0.5450 0.5354 0.2843 1.9500
0.8460 0.8603 0.8660 0.8502 1.3604 1.1708
0.0590 0.0600 0.5070 0.4977 0.0749 0.6931
0.5850 0.5953 0.1890 0.1857 3.8025 1.1572
0.5900 0.6003 0.3770 0.3703 2.2526 1.0937
0.2110 0.2140 0.1270 0.1239 0.0622 0.0188
0.9350 0.9511 0.1530 0.1502 1.4745 0.1556
0.7400 0.7522 0.3280 0.3220 0.8266 0.3943
0.2690 0.2733 0.6820 0.6692 0.2058 0.6309
0.1470 0.1497 0.4930 0.4844 0.7165 1.3183
0.2400 0.2441 0.6210 0.6096 0.4934 0.8501
0.2460 0.2503 0.1450 0.1424 0.8145 0.3231
0.9470 0.9629 0.5940 0.5836 2.2179 2.5857
0.0840 0.0855 0.1880 0.1848 0.4328 1.5865
0.0600 0.0601 0.0640 0.0620 0.0040 0.0044
0.5230 0.5319 0.1610 0.1581 1.0826 0.4975
0.2670 0.2704 0.4390 0.4306 0.0638 0.2840
0.1710 0.1742 0.4080 0.4010 0.6686 1.4304
0.8830 0.8981 0.8350 0.8197 1.8040 1.4111
0.7530 0.7658 0.0950 0.0933 1.0331 0.1378
0.9180 0.9330 0.7520 0.7320 0.8776 0.0842
0.4830 0.4912 0.3560 0.3495 1.0042 0.4649
0.5530 0.5623 0.2710 0.2657 0.8914 0.1347
0.0560 0.0569 0.2190 0.2008 0.0434 0.0031
0.5040 0.5125 0.3670 0.3599 0.6930 0.1886
0.3030 0.3082 0.5130 0.5038 0.4548 1.0429
0.4830 0.4908 0.4100 0.4021 0.4130 0.3391
0.9170 0.9327 0.5870 0.5764 1.6965 1.1200
0.3340 0.3397 0.0070 0.0069 0.7285 0.0171
0.8410 0.8544 0.6400 0.6279 0.6308 0.5722
0.6610 0.6715 0.7020 0.6888 0.5704 0.7448
0.2520 0.2562 0.5210 0.5118 0.2460 1.4348
0.4700 0.4781 0.8360 0.8210 0.8690 1.8417
0.1140 0.1159 0.8780 0.8617 0.1466 1.0861
0.5010 0.5097 0.3880 0.3811 1.6543 1.2234
0.9460 0.9616 0.2210 0.2169 1.2166 0.2734
0.1410 0.1433 0.3890 0.3761 0.0973 0.0272
0.4300 0.4367 0.0550 0.0540 0.2821 0.0543
0.9350 0.9503 0.6360 0.6239 0.8125 0.3911
0.7130 0.7252 0.0020 0.0020 1.2870 0.0016
0.9050 0.9202 0.5550 0.5450 2.0019 0.9418
0.8290 0.8422 0.9330 0.9010 0.5596 0.0560
0.6910 0.7025 0.5690 0.5589 0.7712 1.2592
0.1910 0.1943 0.3360 0.3301 0.8660 1.5107
0.6680 0.6790 0.7690 0.7550 0.6433 1.0966
0.2670 0.2716 0.0560 0.0550 0.4702 0.0986
0.5830 0.5931 0.9470 0.9303 2.0306 3.5484
0.6710 0.6827 0.0020 0.0020 2.2351 0.0057
0.2870 0.2891 0.1850 0.1805 0.0324 0.0309
0.3770 0.3833 0.2620 0.2574 0.4965 0.5788
0.9550 0.9619 0.9840 0.9603 0.1079 0.1643
0.3470 0.3530 0.6090 0.5982 1.0903 2.1668
0.9580 0.9737 0.6480 0.6348 0.8248 0.2255
0.8390 0.8536 0.7590 0.7454 2.5212 1.4353
0.1540 0.1561 0.5210 0.5112 0.0394 0.3751
0.5010 0.5092 0.5400 0.5302 0.4559 0.7744
0.9360 0.9493 0.0010 0.0010 0.5448 0.0010
0.2330 0.2369 0.8320 0.8160 0.1813 0.5075
0.4300 0.4376 0.2100 0.2063 1.5828 0.5861
0.4740 0.4818 0.8290 0.8139 0.4503 1.1623
0.0030 0.0031 0.4680 0.4292 0.0013 0.0103
0.3930 0.4001 0.2990 0.2937 1.0548 0.6940
0.3320 0.3376 0.1500 0.1473 0.5375 0.3666
0.2920 0.2941 0.7480 0.7333 0.0298 0.3508
0.7210 0.6534 0.8260 0.8110 0.0130 0.8177
0.6390 0.6464 0.1610 0.1577 0.1227 0.0515
0.6740 0.6851 0.0510 0.0501 0.7138 0.1060
0.6810 0.6918 0.5230 0.5132 0.4120 0.4158
0.4330 0.4404 0.3770 0.3701 0.7448 0.4162
0.9790 0.9955 0.7970 0.7826 1.3412 1.2393
0.3190 0.3245 0.2590 0.2543 0.6138 0.4670
0.3060 0.3112 0.8990 0.8819 0.5291 0.6077
0.3100 0.3161 0.4010 0.3898 0.2505 0.0453
0.5190 0.5275 0.9260 0.9095 0.5522 1.7159
0.9600 0.9762 0.5090 0.5000 1.9968 1.7245
0.9920 1.0091 0.3270 0.3214 5.6207 2.2847
0.2890 0.2940 0.0590 0.0580 0.6462 0.1348
0.8800 0.8952 0.7130 0.7008 4.2926 5.0145
0.8420 0.8563 0.4940 0.4853 2.2734 1.4207
0.6080 0.6180 0.1580 0.1549 0.5995 0.0765
0.1940 0.1972 0.7160 0.6977 0.1816 0.1489
0.5500 0.5598 0.7040 0.6918 1.2765 1.3334
0.1680 0.1707 0.3710 0.3641 0.1001 0.3480
0.2130 0.2160 0.5070 0.4976 0.0752 0.5379
0.6830 0.6892 0.7550 0.7385 0.1018 0.2061
0.8170 0.8298 0.8550 0.8384 0.5400 0.5156
0.1540 0.1567 0.1630 0.1602 0.6950 0.9888
0.8440 0.8579 0.5590 0.5489 0.9546 0.5981
0.0310 0.0322 0.0030 0.0030 0.0536 0.0053
0.3100 0.3148 0.9370 0.9182 0.2065 0.4469
0.8640 0.8774 0.8480 0.8310 0.5754 0.4045
0.9340 0.9485 0.0150 0.0147 0.6220 0.0072
0.5680 0.5772 0.0760 0.0746 0.5379 0.1382
0.1750 0.1778 0.7120 0.6979 0.0999 0.2948
0.4890 0.4973 0.7130 0.7001 0.5985 0.6937
0.0980 0.1003 0.3050 0.3003 0.1855 0.6127
0.9170 0.9317 0.3780 0.3713 0.8088 0.3387
0.3320 0.3372 0.7340 0.7215 0.1746 1.0871
0.6720 0.6828 0.7130 0.7003 0.4717 1.1151
0.3260 0.3290 0.6540 0.6373 0.0466 0.1033
0.5480 0.5380 0.4470 0.4379 0.0170 0.1556
0.3920 0.3986 0.1010 0.0991 0.3767 0.0537
0.1580 0.1601 0.2300 0.2257 0.0384 0.1739
0.0540 0.0549 0.6610 0.6493 0.0638 1.0768
0.9910 1.0072 0.5600 0.5271 0.8939 0.0426
0.3790 0.3854 0.8710 0.8553 0.3953 1.1706
0.0720 0.0733 0.5910 0.5806 0.3406 2.8179
0.6030 0.6131 0.7700 0.7549 0.5168 0.4759
0.7750 0.7880 0.1420 0.1392 1.0269 0.0618
0.3450 0.3503 0.1430 0.1401 0.1849 0.0490
0.5430 0.5519 0.7040 0.6905 0.4556 0.4358
0.4560 0.4638 0.5610 0.5512 0.3498 0.4959
0.9980 1.0122 0.6910 0.6749 0.4960 0.1555
0.4360 0.4435 0.4860 0.4777 1.5556 2.8761
0.5800 0.5896 0.9640 0.9444 0.5255 0.4116
0.3060 0.3083 0.0450 0.0442 0.0327 0.0358
0.8170 0.8306 0.9010 0.8840 0.8007 0.6694
0.0300 0.0305 0.9520 0.9339 0.0296 0.8025
0.6540 0.6648 0.6810 0.6680 0.6448 0.5741
0.1350 0.1372 0.0840 0.0824 0.1331 0.0708
0.5460 0.5556 0.9840 0.9666 1.6309 3.1340
0.2270 0.2311 0.0540 0.0530 0.2994 0.0655
0.9380 0.9518 0.2770 0.2697 0.3949 0.0313
0.3980 0.4038 0.2310 0.2267 0.1413 0.1388
0.8930 0.9071 0.1950 0.1898 0.5822 0.0207
0.7840 0.7218 0.5440 0.5333 0.0086 0.2410
0.8290 0.8411 0.3460 0.3396 0.3938 0.2391
0.6390 0.6491 0.9510 0.9140 0.3923 0.0618
0.2540 0.2582 0.5070 0.4978 0.1717 0.5035
0.1050 0.1067 0.4650 0.4545 0.0764 0.1056
0.9150 0.9258 0.8690 0.8520 0.2882 0.5336
0.1110 0.1130 0.0270 0.0265 0.0846 0.0139
0.0680 0.0691 0.1020 0.0999 0.0381 0.0259
0.0920 0.0931 0.8120 0.7973 0.0141 0.7592
0.4490 0.4559 0.2600 0.2536 0.2214 0.0382
0.9450 0.9588 0.5560 0.5426 0.3856 0.0951
0.2560 0.2601 0.1470 0.1440 0.1334 0.0370
0.0130 0.0132 0.7620 0.7464 0.0039 0.2995
0.5840 0.5933 0.6730 0.6599 0.4111 0.3701
0.1790 0.1332 0.7410 0.6914 0.0005 0.0230
0.8680 0.8785 0.7220 0.6984 0.2647 0.0708
0.0530 0.0562 0.4610 0.4530 0.0297 0.4569
